id,nome_original,nome_canonico_proposto,nome_normalizado_chave,plataforma,categoria_atual,subcategoria_atual,papel_catalogo_proposto,escopo_mercado,mercado_principal_proposto,submercado_proposto,mercados_relacionados_propostos,orientacao_b2b_b2c,tipos_sinal_propostos,estagios_funil_propostos,confianca_regra,acao_migracao
450,Afinidade com a marca Yoshinoya e consumidores de Fast Food,Afinidade com a marca Yoshinoya e consumidores de Fast Food,afinidade com a marca yoshinoya e consumidores de fast food,Programática,Consumo & Varejo,Foco em Comida Rápida (Fast Food),conceito de audiência,vertical,Varejo & Consumo,"Alimentos, bebidas e gastronomia",,B2C,compra/consumo observado | demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração | Conversão,alta,mapear
455,Trabalhadores e pequenos produtores rurais do Sul e Centro-Oeste,Trabalhadores e pequenos produtores rurais do Sul e Centro-Oeste,trabalhadores e pequenos produtores rurais do sul e centro-oeste,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Agronegócio,Produtores rurais,,Transversal/indefinido,,,alta,mapear
456,Público adulto maduro residente em bairros urbanos consolidados,Público adulto maduro residente em bairros urbanos consolidados,publico adulto maduro residente em bairros urbanos consolidados,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Finanças & Seguros,Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
457,Jovens adultos ligados à agricultura familiar nas regiões Norte e Nordeste,Jovens adultos ligados à agricultura familiar nas regiões Norte e Nordeste,jovens adultos ligados a agricultura familiar nas regioes norte e nordeste,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Agronegócio,Produtores rurais,"Entretenimento, Conteúdo & Esportes",B2C,demográfico/socioeconômico,,média,mapear
458,Residentes em áreas periféricas ou próximas a polos industriais metropolitanos,Residentes em áreas periféricas ou próximas a polos industriais metropolitanos,residentes em areas perifericas ou proximas a polos industriais metropolitanos,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico | demográfico/socioeconômico,,alta,mapear
459,Jovens adultos em início de carreira e ascensão profissional,Jovens adultos em início de carreira e ascensão profissional,jovens adultos em inicio de carreira e ascensao profissional,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,Educação & Carreira,Híbrido,cargo/função profissional,,média,mapear
460,Jovens adultos estabelecendo vida profissional e pessoal no interior,Jovens adultos estabelecendo vida profissional e pessoal no interior,jovens adultos estabelecendo vida profissional e pessoal no interior,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,Híbrido,cargo/função profissional,,média,mapear
461,Pessoas de terceira idade residentes em áreas rurais do interior,Pessoas de terceira idade residentes em áreas rurais do interior,pessoas de terceira idade residentes em areas rurais do interior,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Agronegócio,Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
462,Jovens adultos vivendo em famílias grandes nas regiões Norte e Nordeste,Jovens adultos vivendo em famílias grandes nas regiões Norte e Nordeste,jovens adultos vivendo em familias grandes nas regioes norte e nordeste,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Finanças & Seguros,Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
463,Público jovem com alta mobilidade em grandes centros urbanos,Público jovem com alta mobilidade em grandes centros urbanos,publico jovem com alta mobilidade em grandes centros urbanos,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
464,"Adultos residentes em áreas rurais ou remotas, longe de centros urbanos","Adultos residentes em áreas rurais ou remotas, longe de centros urbanos","adultos residentes em areas rurais ou remotas, longe de centros urbanos",Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Agronegócio,Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
465,Trabalhadores com experiência em cidades dependentes do agronegócio e extrativismo,Trabalhadores com experiência em cidades dependentes do agronegócio e extrativismo,trabalhadores com experiencia em cidades dependentes do agronegocio e extrativismo,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Agronegócio,Outros / revisar,,Transversal/indefinido,demográfico/socioeconômico,,média,mapear
466,Jovens adultos residentes em comunidades urbanas e regiões de litoral,Jovens adultos residentes em comunidades urbanas e regiões de litoral,jovens adultos residentes em comunidades urbanas e regioes de litoral,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Finanças & Seguros,Outros / revisar,,B2C,demográfico/socioeconômico,,média,mapear
467,Consumidores com afinidade em serviços de TV por assinatura,Consumidores com afinidade em serviços de TV por assinatura,consumidores com afinidade em servicos de tv por assinatura,Programática,Consumo & Varejo,Renda Familiar,conceito de audiência,vertical,Serviços ao Consumidor,Serviços profissionais e locais,,B2C,compra/consumo observado | demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração | Conversão,alta,mapear
468,Consumidores com afinidade em planos de telefonia celular pós-paga,Consumidores com afinidade em planos de telefonia celular pós-paga,consumidores com afinidade em planos de telefonia celular pos-paga,Programática,Consumo & Varejo,Alta Renda,conceito de audiência,vertical,Serviços ao Consumidor,Telecom e conectividade,,B2C,compra/consumo observado | demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração | Conversão,alta,mapear
470,Público com altíssimo potencial de crédito e alto poder aquisitivo,Público com altíssimo potencial de crédito e alto poder aquisitivo,publico com altissimo potencial de credito e alto poder aquisitivo,Programática,Consumo & Varejo,Alta Renda,conceito de audiência,vertical,Finanças & Seguros,Crédito e empréstimos,,Transversal/indefinido,,,alta,mapear
471,Público demográfico: Adultos solteiros,Público demográfico: Adultos solteiros,publico demografico: adultos solteiros,Programática,Consumo & Varejo,Renda Familiar,perfil transversal,transversal,,,,B2C,,Conhecimento,alta,mapear
472,Consumidores com afinidade em serviços de internet banda larga,Consumidores com afinidade em serviços de internet banda larga,consumidores com afinidade em servicos de internet banda larga,Programática,Consumo & Varejo,Renda Familiar,conceito de audiência,vertical,Serviços ao Consumidor,Telecom e conectividade,,B2C,compra/consumo observado | demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração | Conversão,alta,mapear
473,Consumidores com afinidade em planos de telefonia celular pré-paga,Consumidores com afinidade em planos de telefonia celular pré-paga,consumidores com afinidade em planos de telefonia celular pre-paga,Programática,Consumo & Varejo,,conceito de audiência,vertical,Serviços ao Consumidor,Telecom e conectividade,,B2C,compra/consumo observado | demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração | Conversão,alta,mapear
474,Público demográfico: Pessoas casadas,Público demográfico: Pessoas casadas,publico demografico: pessoas casadas,Programática,Consumo & Varejo,Renda Familiar,perfil transversal,transversal,,,,B2C,,Conhecimento,alta,mapear
475,Consumidores com interesse e afinidade em aparelhos smartphones,Consumidores com interesse e afinidade em aparelhos smartphones,consumidores com interesse e afinidade em aparelhos smartphones,Programática,Consumo & Varejo,Renda Familiar,conceito de audiência,vertical,Varejo & Consumo,Eletrônicos e eletrodomésticos,,B2C,compra/consumo observado | demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração | Conversão,alta,mapear
476,"Empresários e Profissionais de Artes, Entretenimento, Esportes e Lazer","Empresários e Profissionais de Artes, Entretenimento, Esportes e Lazer","empresarios e profissionais de artes, entretenimento, esportes e lazer",Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
477,Empresários e Profissionais de Comércio e Manutenção Automotiva,Empresários e Profissionais de Comércio e Manutenção Automotiva,empresarios e profissionais de comercio e manutencao automotiva,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Serviços automotivos,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
478,Empresários e Profissionais da Indústria de Transformação/Manufatura,Empresários e Profissionais da Indústria de Transformação/Manufatura,empresarios e profissionais da industria de transformacao/manufatura,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros","B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
479,"Empresários e Profissionais de Serviços Científicos, Técnicos e Consultoria","Empresários e Profissionais de Serviços Científicos, Técnicos e Consultoria","empresarios e profissionais de servicos cientificos, tecnicos e consultoria",Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
480,"Empresários e Profissionais de Hotéis, Restaurantes e Alimentação","Empresários e Profissionais de Hotéis, Restaurantes e Alimentação","empresarios e profissionais de hoteis, restaurantes e alimentacao",Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Varejo & Consumo,"Alimentos, bebidas e gastronomia","Entretenimento, Conteúdo & Esportes | B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
481,Empresários e Profissionais da Saúde e Serviços Sociais,Empresários e Profissionais da Saúde e Serviços Sociais,empresarios e profissionais da saude e servicos sociais,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Saúde e prevenção,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
482,"Empresários e Profissionais de Tecnologia, Informação e Comunicação","Empresários e Profissionais de Tecnologia, Informação e Comunicação","empresarios e profissionais de tecnologia, informacao e comunicacao",Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros","B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
483,Empresários e Profissionais do Setor de Educação,Empresários e Profissionais do Setor de Educação,empresarios e profissionais do setor de educacao,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Educação & Carreira,Outros / revisar,"Entretenimento, Conteúdo & Esportes | B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
484,Empresários e Profissionais do Setor de Construção Civil,Empresários e Profissionais do Setor de Construção Civil,empresarios e profissionais do setor de construcao civil,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Imobiliário & Construção,"Construção, reforma e materiais","B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
486,Empresários e Profissionais do Setor Financeiro e de Seguros,Empresários e Profissionais do Setor Financeiro e de Seguros,empresarios e profissionais do setor financeiro e de seguros,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,Finanças & Seguros,Seguros e previdência,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
487,Empresários e Profissionais de Serviços Administrativos e de Apoio,Empresários e Profissionais de Serviços Administrativos e de Apoio,empresarios e profissionais de servicos administrativos e de apoio,Programática,B2B & Indústria,Perfil Financeiro & Estilo de Vida,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
488,Empresários e profissionais do ecossistema automotivo,Empresários e profissionais do ecossistema automotivo,empresarios e profissionais do ecossistema automotivo,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
489,Atacadistas e distribuidores de produtos não alimentícios,Atacadistas e distribuidores de produtos não alimentícios,atacadistas e distribuidores de produtos nao alimenticios,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Atacado e distribuição,,B2B,,,alta,mapear
490,Empresários e gestores do setor de prestação de serviços,Empresários e gestores do setor de prestação de serviços,empresarios e gestores do setor de prestacao de servicos,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros","B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
491,Empresários e profissionais do setor de indústria e fabricação,Empresários e profissionais do setor de indústria e fabricação,empresarios e profissionais do setor de industria e fabricacao,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros","B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
492,Microempreendedores e pequenas empresas com até 9 funcionários (Serasa Experian),Microempreendedores e pequenas empresas com até 9 funcionários,microempreendedores e pequenas empresas com ate 9 funcionarios (serasa experian),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",PMEs e empreendedores,,B2B,empresa/firmográfico,,alta,mapear
493,"Empresários do Varejo de Alimentos (mercados, mercearias)","Empresários do Varejo de Alimentos (mercados, mercearias)","empresarios do varejo de alimentos (mercados, mercearias)",Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,Varejo & Consumo,"Alimentos, bebidas e gastronomia","B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
494,Profissionais e tomadores de decisão do setor de alimentação,Profissionais e tomadores de decisão do setor de alimentação,profissionais e tomadores de decisao do setor de alimentacao,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros","B2B, Enterprise & Indústria",B2B,cargo/função profissional,,média,mapear
495,Atacadistas e distribuidores de produtos alimentícios,Atacadistas e distribuidores de produtos alimentícios,atacadistas e distribuidores de produtos alimenticios,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Atacado e distribuição,,B2B,,,alta,mapear
496,Empresários de serviços diversos (CNAE Categoria S),Empresários de serviços diversos (CNAE Categoria S),empresarios de servicos diversos (cnae categoria s),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
497,Empresários e gestores do setor de comércio em geral,Empresários e gestores do setor de comércio em geral,empresarios e gestores do setor de comercio em geral,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
498,Empresários do setor de logística e transportes,Empresários do setor de logística e transportes,empresarios do setor de logistica e transportes,Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Logística e transporte de cargas,"B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
499,Líderes e proprietários de indústrias em geral,Líderes e proprietários de indústrias em geral,lideres e proprietarios de industrias em geral,Programática,B2B & Indústria,Executivos C-Level & Diretores,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
501,Empresários e Profissionais do Setor de Varejo Geral (Não Alimentício),Empresários e Profissionais do Setor de Varejo Geral (Não Alimentício),empresarios e profissionais do setor de varejo geral (nao alimenticio),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,Varejo & Consumo,Outros / revisar,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
502,Score Bom (700-799),Score Bom (700-799),score bom (700-799),Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,alta,mapear
503,Score Alto (Excelente - 800+),Score Alto (Excelente - 800+),score alto (excelente - 800+),Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,alta,mapear
504,Score Baixo (300-499),Score Baixo (300-499),score baixo (300-499),Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,alta,mapear
506,Score Muito Baixo (0-299),Score Muito Baixo (0-299),score muito baixo (0-299),Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,alta,mapear
507,Potencial Bom Pagador,Potencial Bom Pagador,potencial bom pagador,Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,média,mapear
510,Score Médio (500-699),Score Médio (500-699),score medio (500-699),Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,alta,mapear
511,Adimplentes Recorrentes,Adimplentes Recorrentes,adimplentes recorrentes,Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Perfil e saúde financeira,,Transversal/indefinido,,,alta,mapear
512,Em Recuperação de Crédito,Em Recuperação de Crédito,em recuperacao de credito,Serasa,Finanças & Seguros,"Investimentos (Ações, Fundos)",conceito de audiência,vertical,Finanças & Seguros,Crédito e empréstimos,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,,,média,mapear
514,Mulheres Serasa,Mulheres,mulheres serasa,Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
515,Homens Serasa,Homens,homens serasa,Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
516,Jovens Adultos (18-24),Jovens Adultos (18-24),jovens adultos (18-24),Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,,Conhecimento,alta,mapear
517,Adultos Jovens (25-34),Adultos Jovens (25-34),adultos jovens (25-34),Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,,Conhecimento,alta,mapear
518,Adultos Estabelecidos (35-44),Adultos Estabelecidos (35-44),adultos estabelecidos (35-44),Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,,Conhecimento,alta,mapear
519,Meia Idade e Sênior (45+),Meia Idade e Sênior (45+),meia idade e senior (45+),Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
522,Média-Alta Renda (R$ 5-10k),Média-Alta Renda (R$ 5-10k),media-alta renda (r$ 5-10k),Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
523,"Média Renda (R$ 2,5-5k)","Média Renda (R$ 2,5-5k)","media renda (r$ 2,5-5k)",Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
524,"Média-Baixa Renda (R$ 1,5-2,5k)","Média-Baixa Renda (R$ 1,5-2,5k)","media-baixa renda (r$ 1,5-2,5k)",Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
525,"Baixa Renda (até R$ 1,5k)","Baixa Renda (até R$ 1,5k)","baixa renda (ate r$ 1,5k)",Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
526,Empresas do Agronegócio,Empresas do Agronegócio,empresas do agronegocio,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Outros / revisar,"B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
527,Atacadistas e Distribuidoras,Atacadistas e Distribuidoras,atacadistas e distribuidoras,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Atacado e distribuição,,B2B,,,alta,mapear
528,Empresas de Varejo,Empresas de Varejo,empresas de varejo,Serasa,B2B & Indústria,,conceito de audiência,vertical,Varejo & Consumo,Outros / revisar,"B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
529,Construção e Imóveis,Construção e Imóveis,construcao e imoveis,Serasa,B2B & Indústria,,conceito de audiência,vertical,Imobiliário & Construção,"Construção, reforma e materiais",,Transversal/indefinido,,,alta,mapear
530,Indústrias,Indústrias,industrias,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
531,Logística e Transporte,Logística e Transporte,logistica e transporte,Serasa,B2B & Indústria,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Logística e transporte de cargas,,Transversal/indefinido,,,alta,mapear
532,Audiencia UNKNOWN_unknown-sem-nome,Audiencia UNKNOWN_unknown-sem-nome,audiencia unknown_unknown-sem-nome,DV360,Finanças & Seguros,,inválido/quarentena,vertical,,,,Transversal/indefinido,,,alta,quarentenar
533,Empresas de Serviços,Empresas de Serviços,empresas de servicos,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
535,Setor Público,Setor Público,setor publico,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Setor público e utilities,,Transversal/indefinido,,,alta,mapear
536,Tecnologia,Tecnologia,tecnologia,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Tecnologia B2B,,Transversal/indefinido,,,média,avaliar consolidação conceitual
537,Telecomunicações,Telecomunicações,telecomunicacoes,Serasa,B2B & Indústria,,conceito de audiência,vertical,Finanças & Seguros,Investimentos e patrimônio,Serviços ao Consumidor,Transversal/indefinido,,,média,mapear
538,Utilities (Energia/Água),Utilities (Energia/Água),utilities (energia/agua),Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Setor público e utilities,,Transversal/indefinido,,,alta,mapear
539,Alta Renda (R$ 10.000+),Alta Renda (R$ 10.000+),alta renda (r$ 10.000+),Serasa,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
540,Pequenas Empresas,Pequenas Empresas,pequenas empresas,Serasa,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",PMEs e empreendedores,,B2B,empresa/firmográfico,,alta,mapear
541,Médias Empresas,Médias Empresas,medias empresas,Serasa,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
542,Microempresas,Microempresas,microempresas,Serasa,B2B & Indústria,Microempresas,conceito de audiência,vertical,"B2B, Enterprise & Indústria",PMEs e empreendedores,,B2B,empresa/firmográfico,,alta,mapear
543,MEI - Microempreendedor,MEI - Microempreendedor,mei - microempreendedor,Serasa,B2B & Indústria,Microempresas,conceito de audiência,vertical,"B2B, Enterprise & Indústria",PMEs e empreendedores,,B2B,,,alta,mapear
544,Grandes Empresas,Grandes Empresas,grandes empresas,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Enterprise e grandes empresas,,B2B,empresa/firmográfico,,alta,mapear
545,Indústria Alimentícia,Indústria Alimentícia,industria alimenticia,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
546,Indústria Têxtil e Vestuário,Indústria Têxtil e Vestuário,industria textil e vestuario,Serasa,B2B & Indústria,,conceito de audiência,vertical,Varejo & Consumo,"Moda, beleza e acessórios","B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
547,Indústria Química e Farmacêutica,Indústria Química e Farmacêutica,industria quimica e farmaceutica,Serasa,B2B & Indústria,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Outros / revisar,"B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
548,Indústria de Plásticos e Borracha,Indústria de Plásticos e Borracha,industria de plasticos e borracha,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
549,Indústria Metalúrgica,Indústria Metalúrgica,industria metalurgica,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
550,Indústria de Móveis,Indústria de Móveis,industria de moveis,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
553,Indústria de Embalagens,Indústria de Embalagens,industria de embalagens,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
554,Indústria Automobilística,Indústria Automobilística,industria automobilistica,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
555,Construtoras de Edifícios,Construtoras de Edifícios,construtoras de edificios,Serasa,B2B & Indústria,,conceito de audiência,vertical,Imobiliário & Construção,Outros / revisar,,Transversal/indefinido,,,média,mapear
556,Incorporadoras Imobiliárias,Incorporadoras Imobiliárias,incorporadoras imobiliarias,Serasa,B2B & Indústria,,conceito de audiência,vertical,Imobiliário & Construção,Empresas e profissionais imobiliários,,Transversal/indefinido,,,alta,mapear
557,Imobiliárias,Imobiliárias,imobiliarias,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Imobiliário & Construção,Empresas e profissionais imobiliários,,Transversal/indefinido,,,alta,mapear
558,Arquitetos e Engenheiros,Arquitetos e Engenheiros,arquitetos e engenheiros,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Imobiliário & Construção,"Arquitetura, decoração e urbanismo",,Transversal/indefinido,,,alta,mapear
559,Obras de Infraestrutura,Obras de Infraestrutura,obras de infraestrutura,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Imobiliário & Construção,"Construção, reforma e materiais",,Transversal/indefinido,,,alta,mapear
560,Instalações Elétricas/Hidráulicas,Instalações Elétricas/Hidráulicas,instalacoes eletricas/hidraulicas,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Finanças & Seguros,Investimentos e patrimônio,,Transversal/indefinido,,,alta,mapear
561,Pintura e Acabamentos,Pintura e Acabamentos,pintura e acabamentos,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Imobiliário & Construção,"Construção, reforma e materiais",,Transversal/indefinido,,,alta,mapear
562,Demolição e Preparação Terrenos,Demolição e Preparação Terrenos,demolicao e preparacao terrenos,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,Transversal/indefinido,,,alta,mapear
